Row Labels,Sum of Total_Amount,,,Row Labels,Sum of Total_Amount,Sum of Customer_Rating,,Row Labels,Count of Total_Amount,,,Row Labels,Sum of Total_Amount
,,,,,,,,ORD_002752,,,,,
,,,,,,,,ORD_002753,,,,,
,,,,,,,,ORD_002754,,,,,
,,,,,,,,ORD_002755,,,,,
,,,,,,,,ORD_002756,,,,,
,,,,,,,,ORD_002757,,,,,
,,,,,,,,ORD_002758,,,,,
,,,,,,,,ORD_002759,,,,,
,,,,,,,,ORD_002760,,,,,
,,,,,,,,ORD_002761,,,,,
,,,,,,,,ORD_002762,,,,,
,,,,,,,,ORD_002763,,,,,
,,,,,,,,ORD_002764,,,,,
,,,,,,,,ORD_002765,,,,,
,,,,,,,,ORD_002766,,,,,
,,,,,,,,ORD_002767,,,,,
,,,,,,,,ORD_002768,,,,,
,,,,,,,,ORD_002769,,,,,
,,,,,,,,ORD_002770,,,,,
,,,,,,,,ORD_002771,,,,,
,,,,,,,,ORD_002772,,,,,
,,,,,,,,ORD_002773,,,,,
,,,,,,,,ORD_002774,,,,,
,,,,,,,,ORD_002775,,,,,
,,,,,,,,ORD_002776,,,,,
,,,,,,,,ORD_002777,,,,,
,,,,,,,,ORD_002778,,,,,
,,,,,,,,ORD_002779,,,,,
,,,,,,,,ORD_002780,,,,,
,,,,,,,,ORD_002781,,,,,
,,,,,,,,ORD_002782,,,,,
,,,,,,,,ORD_002783,,,,,
,,,,,,,,ORD_002784,,,,,
,,,,,,,,ORD_002785,,,,,
,,,,,,,,ORD_002786,,,,,
,,,,,,,,ORD_002787,,,,,
,,,,,,,,ORD_002788,,,,,
,,,,,,,,ORD_002789,,,,,
,,,,,,,,ORD_002790,,,,,
,,,,,,,,ORD_002791,,,,,
,,,,,,,,ORD_002792,,,,,
,,,,,,,,ORD_002793,,,,,
,,,,,,,,ORD_002794,,,,,
,,,,,,,,ORD_002795,,,,,
,,,,,,,,ORD_002796,,,,,
,,,,,,,,ORD_002797,,,,,
,,,,,,,,ORD_002798,,,,,
,,,,,,,,ORD_002799,,,,,
,,,,,,,,ORD_002800,,,,,
,,,,,,,,ORD_002801,,,,,
,,,,,,,,ORD_002802,,,,,
,,,,,,,,ORD_002803,,,,,
,,,,,,,,ORD_002804,,,,,
,,,,,,,,ORD_002805,,,,,
,,,,,,,,ORD_002806,,,,,
,,,,,,,,ORD_002807,,,,,
,,,,,,,,ORD_002808,,,,,
,,,,,,,,ORD_002809,,,,,
,,,,,,,,ORD_002810,,,,,
,,,,,,,,ORD_002811,,,,,
,,,,,,,,ORD_002812,,,,,
,,,,,,,,ORD_002813,,,,,
,,,,,,,,ORD_002814,,,,,
,,,,,,,,ORD_002815,,,,,
,,,,,,,,ORD_002816,,,,,
,,,,,,,,ORD_002817,,,,,
,,,,,,,,ORD_002818,,,,,
,,,,,,,,ORD_002819,,,,,
,,,,,,,,ORD_002820,,,,,
,,,,,,,,ORD_002821,,,,,
,,,,,,,,ORD_002822,,,,,
,,,,,,,,ORD_002823,,,,,
,,,,,,,,ORD_002824,,,,,
,,,,,,,,ORD_002825,,,,,
,,,,,,,,ORD_002826,,,,,
,,,,,,,,ORD_002827,,,,,
,,,,,,,,ORD_002828,,,,,
,,,,,,,,ORD_002829,,,,,
,,,,,,,,ORD_002830,,,,,
,,,,,,,,ORD_002831,,,,,
,,,,,,,,ORD_002832,,,,,
,,,,,,,,ORD_002833,,,,,
,,,,,,,,ORD_002834,,,,,
,,,,,,,,ORD_002835,,,,,
,,,,,,,,ORD_002836,,,,,
,,,,,,,,ORD_002837,,,,,
,,,,,,,,ORD_002838,,,,,
,,,,,,,,ORD_002839,,,,,
,,,,,,,,ORD_002840,,,,,
,,,,,,,,ORD_002841,,,,,
,,,,,,,,ORD_002842,,,,,
,,,,,,,,ORD_002843,,,,,
,,,,,,,,ORD_002844,,,,,
,,,,,,,,ORD_002845,,,,,
,,,,,,,,ORD_002846,,,,,
,,,,,,,,ORD_002847,,,,,
,,,,,,,,ORD_002848,,,,,
,,,,,,,,ORD_002849,,,,,
,,,,,,,,ORD_002850,,,,,
,,,,,,,,ORD_002851,,,,,
,,,,,,,,ORD_002852,,,,,
,,,,,,,,ORD_002853,,,,,
,,,,,,,,ORD_002854,,,,,
,,,,,,,,ORD_002855,,,,,
,,,,,,,,ORD_002856,,,,,
,,,,,,,,ORD_002857,,,,,
,,,,,,,,ORD_002858,,,,,
,,,,,,,,ORD_002859,,,,,
,,,,,,,,ORD_002860,,,,,
,,,,,,,,ORD_002861,,,,,
,,,,,,,,ORD_002862,,,,,
,,,,,,,,ORD_002863,,,,,
,,,,,,,,ORD_002864,,,,,
,,,,,,,,ORD_002865,,,,,
,,,,,,,,ORD_002866,,,,,
,,,,,,,,ORD_002867,,,,,
,,,,,,,,ORD_002868,,,,,
,,,,,,,,ORD_002869,,,,,
,,,,,,,,ORD_002870,,,,,
,,,,,,,,ORD_002871,,,,,
,,,,,,,,ORD_002872,,,,,
,,,,,,,,ORD_002873,,,,,
,,,,,,,,ORD_002874,,,,,
,,,,,,,,ORD_002875,,,,,
,,,,,,,,ORD_002876,,,,,
,,,,,,,,ORD_002877,,,,,
,,,,,,,,ORD_002878,,,,,
,,,,,,,,ORD_002879,,,,,
,,,,,,,,ORD_002880,,,,,
,,,,,,,,ORD_002881,,,,,
,,,,,,,,ORD_002882,,,,,
,,,,,,,,ORD_002883,,,,,
,,,,,,,,ORD_002884,,,,,
,,,,,,,,ORD_002885,,,,,
,,,,,,,,ORD_002886,,,,,
,,,,,,,,ORD_002887,,,,,
,,,,,,,,ORD_002888,,,,,
,,,,,,,,ORD_002889,,,,,
,,,,,,,,ORD_002890,,,,,
,,,,,,,,ORD_002891,,,,,
,,,,,,,,ORD_002892,,,,,
,,,,,,,,ORD_002893,,,,,
,,,,,,,,ORD_002894,,,,,
,,,,,,,,ORD_002895,,,,,
,,,,,,,,ORD_002896,,,,,
,,,,,,,,ORD_002897,,,,,
,,,,,,,,ORD_002898,,,,,
,,,,,,,,ORD_002899,,,,,
,,,,,,,,ORD_002900,,,,,
,,,,,,,,ORD_002901,,,,,
,,,,,,,,ORD_002902,,,,,
,,,,,,,,ORD_002903,,,,,
,,,,,,,,ORD_002904,,,,,
,,,,,,,,ORD_002905,,,,,
,,,,,,,,ORD_002906,,,,,
,,,,,,,,ORD_002907,,,,,
,,,,,,,,ORD_002908,,,,,
,,,,,,,,ORD_002909,,,,,
,,,,,,,,ORD_002910,,,,,
,,,,,,,,ORD_002911,,,,,
,,,,,,,,ORD_002912,,,,,
,,,,,,,,ORD_002913,,,,,
,,,,,,,,ORD_002914,,,,,
,,,,,,,,ORD_002915,,,,,
,,,,,,,,ORD_002916,,,,,
,,,,,,,,ORD_002917,,,,,
,,,,,,,,ORD_002918,,,,,
,,,,,,,,ORD_002919,,,,,
,,,,,,,,ORD_002920,,,,,
,,,,,,,,ORD_002921,,,,,
,,,,,,,,ORD_002922,,,,,
,,,,,,,,ORD_002923,,,,,
,,,,,,,,ORD_002924,,,,,
,,,,,,,,ORD_002925,,,,,
,,,,,,,,ORD_002926,,,,,
,,,,,,,,ORD_002927,,,,,
,,,,,,,,ORD_002928,,,,,
,,,,,,,,ORD_002929,,,,,
,,,,,,,,ORD_002930,,,,,
,,,,,,,,ORD_002931,,,,,
,,,,,,,,ORD_002932,,,,,
,,,,,,,,ORD_002933,,,,,
,,,,,,,,ORD_002934,,,,,
,,,,,,,,ORD_002935,,,,,
,,,,,,,,ORD_002936,,,,,
,,,,,,,,ORD_002937,,,,,
,,,,,,,,ORD_002938,,,,,
,,,,,,,,ORD_002939,,,,,
,,,,,,,,ORD_002940,,,,,
,,,,,,,,ORD_002941,,,,,
,,,,,,,,ORD_002942,,,,,
,,,,,,,,ORD_002943,,,,,
,,,,,,,,ORD_002944,,,,,
,,,,,,,,ORD_002945,,,,,
,,,,,,,,ORD_002946,,,,,
,,,,,,,,ORD_002947,,,,,
,,,,,,,,ORD_002948,,,,,
,,,,,,,,ORD_002949,,,,,
,,,,,,,,ORD_002950,,,,,
,,,,,,,,ORD_002951,,,,,
,,,,,,,,ORD_002952,,,,,
,,,,,,,,ORD_002953,,,,,
,,,,,,,,ORD_002954,,,,,
,,,,,,,,ORD_002955,,,,,
,,,,,,,,ORD_002956,,,,,
,,,,,,,,ORD_002957,,,,,
,,,,,,,,ORD_002958,,,,,
,,,,,,,,ORD_002959,,,,,
,,,,,,,,ORD_002960,,,,,
,,,,,,,,ORD_002961,,,,,
,,,,,,,,ORD_002962,,,,,
,,,,,,,,ORD_002963,,,,,
,,,,,,,,ORD_002964,,,,,
,,,,,,,,ORD_002965,,,,,
,,,,,,,,ORD_002966,,,,,
,,,,,,,,ORD_002967,,,,,
,,,,,,,,ORD_002968,,,,,
,,,,,,,,ORD_002969,,,,,
,,,,,,,,ORD_002970,,,,,
,,,,,,,,ORD_002971,,,,,
,,,,,,,,ORD_002972,,,,,
,,,,,,,,ORD_002973,,,,,
,,,,,,,,ORD_002974,,,,,
,,,,,,,,ORD_002975,,,,,
,,,,,,,,ORD_002976,,,,,
,,,,,,,,ORD_002977,,,,,
,,,,,,,,ORD_002978,,,,,
,,,,,,,,ORD_002979,,,,,
,,,,,,,,ORD_002980,,,,,
,,,,,,,,ORD_002981,,,,,
,,,,,,,,ORD_002982,,,,,
,,,,,,,,ORD_002983,,,,,
,,,,,,,,ORD_002984,,,,,
,,,,,,,,ORD_002985,,,,,
,,,,,,,,ORD_002986,,,,,
,,,,,,,,ORD_002987,,,,,
,,,,,,,,ORD_002988,,,,,
,,,,,,,,ORD_002989,,,,,
,,,,,,,,ORD_002990,,,,,
,,,,,,,,ORD_002991,,,,,
,,,,,,,,ORD_002992,,,,,
,,,,,,,,ORD_002993,,,,,
,,,,,,,,ORD_002994,,,,,
,,,,,,,,ORD_002995,,,,,
,,,,,,,,ORD_002996,,,,,
,,,,,,,,ORD_002997,,,,,
,,,,,,,,ORD_002998,,,,,
,,,,,,,,ORD_002999,,,,,
,,,,,,,,ORD_003000,,,,,
,,,,,,,,ORD_003001,,,,,
,,,,,,,,ORD_003002,,,,,
,,,,,,,,ORD_003003,,,,,
,,,,,,,,ORD_003004,,,,,
,,,,,,,,ORD_003005,,,,,
,,,,,,,,ORD_003006,,,,,
,,,,,,,,ORD_003007,,,,,
,,,,,,,,ORD_003008,,,,,
,,,,,,,,ORD_003009,,,,,
,,,,,,,,ORD_003010,,,,,
,,,,,,,,ORD_003011,,,,,
,,,,,,,,ORD_003012,,,,,
,,,,,,,,ORD_003013,,,,,
,,,,,,,,ORD_003014,,,,,
,,,,,,,,ORD_003015,,,,,
,,,,,,,,ORD_003016,,,,,
,,,,,,,,ORD_003017,,,,,
,,,,,,,,ORD_003018,,,,,
,,,,,,,,ORD_003019,,,,,
,,,,,,,,ORD_003020,,,,,
,,,,,,,,ORD_003021,,,,,
,,,,,,,,ORD_003022,,,,,
,,,,,,,,ORD_003023,,,,,
,,,,,,,,ORD_003024,,,,,
,,,,,,,,ORD_003025,,,,,
,,,,,,,,ORD_003026,,,,,
,,,,,,,,ORD_003027,,,,,
,,,,,,,,ORD_003028,,,,,
,,,,,,,,ORD_003029,,,,,
,,,,,,,,ORD_003030,,,,,
,,,,,,,,ORD_003031,,,,,
,,,,,,,,ORD_003032,,,,,
,,,,,,,,ORD_003033,,,,,
,,,,,,,,ORD_003034,,,,,
,,,,,,,,ORD_003035,,,,,
,,,,,,,,ORD_003036,,,,,
,,,,,,,,ORD_003037,,,,,
,,,,,,,,ORD_003038,,,,,
,,,,,,,,ORD_003039,,,,,
,,,,,,,,ORD_003040,,,,,
,,,,,,,,ORD_003041,,,,,
,,,,,,,,ORD_003042,,,,,
,,,,,,,,ORD_003043,,,,,
,,,,,,,,ORD_003044,,,,,
,,,,,,,,ORD_003045,,,,,
,,,,,,,,ORD_003046,,,,,
,,,,,,,,ORD_003047,,,,,
,,,,,,,,ORD_003048,,,,,
,,,,,,,,ORD_003049,,,,,
,,,,,,,,ORD_003050,,,,,
,,,,,,,,ORD_003051,,,,,
,,,,,,,,ORD_003052,,,,,
,,,,,,,,ORD_003053,,,,,
,,,,,,,,ORD_003054,,,,,
,,,,,,,,ORD_003055,,,,,
,,,,,,,,ORD_003056,,,,,
,,,,,,,,ORD_003057,,,,,
,,,,,,,,ORD_003058,,,,,
,,,,,,,,ORD_003059,,,,,
,,,,,,,,ORD_003060,,,,,
,,,,,,,,ORD_003061,,,,,
,,,,,,,,ORD_003062,,,,,
,,,,,,,,ORD_003063,,,,,
,,,,,,,,ORD_003064,,,,,
,,,,,,,,ORD_003065,,,,,
,,,,,,,,ORD_003066,,,,,
,,,,,,,,ORD_003067,,,,,
,,,,,,,,ORD_003068,,,,,
,,,,,,,,ORD_003069,,,,,
,,,,,,,,ORD_003070,,,,,
,,,,,,,,ORD_003071,,,,,
,,,,,,,,ORD_003072,,,,,
,,,,,,,,ORD_003073,,,,,
,,,,,,,,ORD_003074,,,,,
,,,,,,,,ORD_003075,,,,,
,,,,,,,,ORD_003076,,,,,
,,,,,,,,ORD_003077,,,,,
,,,,,,,,ORD_003078,,,,,
,,,,,,,,ORD_003079,,,,,
,,,,,,,,ORD_003080,,,,,
,,,,,,,,ORD_003081,,,,,
,,,,,,,,ORD_003082,,,,,
,,,,,,,,ORD_003083,,,,,
,,,,,,,,ORD_003084,,,,,
,,,,,,,,ORD_003085,,,,,
,,,,,,,,ORD_003086,,,,,
,,,,,,,,ORD_003087,,,,,
,,,,,,,,ORD_003088,,,,,
,,,,,,,,ORD_003089,,,,,
,,,,,,,,ORD_003090,,,,,
,,,,,,,,ORD_003091,,,,,
,,,,,,,,ORD_003092,,,,,
,,,,,,,,ORD_003093,,,,,
,,,,,,,,ORD_003094,,,,,
,,,,,,,,ORD_003095,,,,,
,,,,,,,,ORD_003096,,,,,
,,,,,,,,ORD_003097,,,,,
,,,,,,,,ORD_003098,,,,,
,,,,,,,,ORD_003099,,,,,
,,,,,,,,ORD_003100,,,,,
,,,,,,,,ORD_003101,,,,,
,,,,,,,,ORD_003102,,,,,
,,,,,,,,ORD_003103,,,,,
,,,,,,,,ORD_003104,,,,,
,,,,,,,,ORD_003105,,,,,
,,,,,,,,ORD_003106,,,,,
,,,,,,,,ORD_003107,,,,,
,,,,,,,,ORD_003108,,,,,
,,,,,,,,ORD_003109,,,,,
,,,,,,,,ORD_003110,,,,,
,,,,,,,,ORD_003111,,,,,
,,,,,,,,ORD_003112,,,,,
,,,,,,,,ORD_003113,,,,,
,,,,,,,,ORD_003114,,,,,
,,,,,,,,ORD_003115,,,,,
,,,,,,,,ORD_003116,,,,,
,,,,,,,,ORD_003117,,,,,
,,,,,,,,ORD_003118,,,,,
,,,,,,,,ORD_003119,,,,,
,,,,,,,,ORD_003120,,,,,
,,,,,,,,ORD_003121,,,,,
,,,,,,,,ORD_003122,,,,,
,,,,,,,,ORD_003123,,,,,
,,,,,,,,ORD_003124,,,,,
,,,,,,,,ORD_003125,,,,,
,,,,,,,,ORD_003126,,,,,
,,,,,,,,ORD_003127,,,,,
,,,,,,,,ORD_003128,,,,,
,,,,,,,,ORD_003129,,,,,
,,,,,,,,ORD_003130,,,,,
,,,,,,,,ORD_003131,,,,,
,,,,,,,,ORD_003132,,,,,
,,,,,,,,ORD_003133,,,,,
,,,,,,,,ORD_003134,,,,,
,,,,,,,,ORD_003135,,,,,
,,,,,,,,ORD_003136,,,,,
,,,,,,,,ORD_003137,,,,,
,,,,,,,,ORD_003138,,,,,
,,,,,,,,ORD_003139,,,,,
,,,,,,,,ORD_003140,,,,,
,,,,,,,,ORD_003141,,,,,
,,,,,,,,ORD_003142,,,,,
,,,,,,,,ORD_003143,,,,,
,,,,,,,,ORD_003144,,,,,
,,,,,,,,ORD_003145,,,,,
,,,,,,,,ORD_003146,,,,,
,,,,,,,,ORD_003147,,,,,
,,,,,,,,ORD_003148,,,,,
,,,,,,,,ORD_003149,,,,,
,,,,,,,,ORD_003150,,,,,
,,,,,,,,ORD_003151,,,,,
,,,,,,,,ORD_003152,,,,,
,,,,,,,,ORD_003153,,,,,
,,,,,,,,ORD_003154,,,,,
,,,,,,,,ORD_003155,,,,,
,,,,,,,,ORD_003156,,,,,
,,,,,,,,ORD_003157,,,,,
,,,,,,,,ORD_003158,,,,,
,,,,,,,,ORD_003159,,,,,
,,,,,,,,ORD_003160,,,,,
,,,,,,,,ORD_003161,,,,,
,,,,,,,,ORD_003162,,,,,
,,,,,,,,ORD_003163,,,,,
,,,,,,,,ORD_003164,,,,,
,,,,,,,,ORD_003165,,,,,
,,,,,,,,ORD_003166,,,,,
,,,,,,,,ORD_003167,,,,,
,,,,,,,,ORD_003168,,,,,
,,,,,,,,ORD_003169,,,,,
,,,,,,,,ORD_003170,,,,,
,,,,,,,,ORD_003171,,,,,
,,,,,,,,ORD_003172,,,,,
,,,,,,,,ORD_003173,,,,,
,,,,,,,,ORD_003174,,,,,
,,,,,,,,ORD_003175,,,,,
,,,,,,,,ORD_003176,,,,,
,,,,,,,,ORD_003177,,,,,
,,,,,,,,ORD_003178,,,,,
,,,,,,,,ORD_003179,,,,,
,,,,,,,,ORD_003180,,,,,
,,,,,,,,ORD_003181,,,,,
,,,,,,,,ORD_003182,,,,,
,,,,,,,,ORD_003183,,,,,
,,,,,,,,ORD_003184,,,,,
,,,,,,,,ORD_003185,,,,,
,,,,,,,,ORD_003186,,,,,
,,,,,,,,ORD_003187,,,,,
,,,,,,,,ORD_003188,,,,,
,,,,,,,,ORD_003189,,,,,
,,,,,,,,ORD_003190,,,,,
,,,,,,,,ORD_003191,,,,,
,,,,,,,,ORD_003192,,,,,
,,,,,,,,ORD_003193,,,,,
,,,,,,,,ORD_003194,,,,,
,,,,,,,,ORD_003195,,,,,
,,,,,,,,ORD_003196,,,,,
,,,,,,,,ORD_003197,,,,,
,,,,,,,,ORD_003198,,,,,
,,,,,,,,ORD_003199,,,,,
,,,,,,,,ORD_003200,,,,,
,,,,,,,,ORD_003201,,,,,
,,,,,,,,ORD_003202,,,,,
,,,,,,,,ORD_003203,,,,,
,,,,,,,,ORD_003204,,,,,
,,,,,,,,ORD_003205,,,,,
,,,,,,,,ORD_003206,,,,,
,,,,,,,,ORD_003207,,,,,
,,,,,,,,ORD_003208,,,,,
,,,,,,,,ORD_003209,,,,,
,,,,,,,,ORD_003210,,,,,
,,,,,,,,ORD_003211,,,,,
,,,,,,,,ORD_003212,,,,,
,,,,,,,,ORD_003213,,,,,
,,,,,,,,ORD_003214,,,,,
,,,,,,,,ORD_003215,,,,,
,,,,,,,,ORD_003216,,,,,
,,,,,,,,ORD_003217,,,,,
,,,,,,,,ORD_003218,,,,,
,,,,,,,,ORD_003219,,,,,
,,,,,,,,ORD_003220,,,,,
,,,,,,,,ORD_003221,,,,,
,,,,,,,,ORD_003222,,,,,
,,,,,,,,ORD_003223,,,,,
,,,,,,,,ORD_003224,,,,,
,,,,,,,,ORD_003225,,,,,
,,,,,,,,ORD_003226,,,,,
,,,,,,,,ORD_003227,,,,,
,,,,,,,,ORD_003228,,,,,
,,,,,,,,ORD_003229,,,,,
,,,,,,,,ORD_003230,,,,,
,,,,,,,,ORD_003231,,,,,
,,,,,,,,ORD_003232,,,,,
,,,,,,,,ORD_003233,,,,,
,,,,,,,,ORD_003234,,,,,
,,,,,,,,ORD_003235,,,,,
,,,,,,,,ORD_003236,,,,,
,,,,,,,,ORD_003237,,,,,
,,,,,,,,ORD_003238,,,,,
,,,,,,,,ORD_003239,,,,,
,,,,,,,,ORD_003240,,,,,
,,,,,,,,ORD_003241,,,,,
,,,,,,,,ORD_003242,,,,,
,,,,,,,,ORD_003243,,,,,
,,,,,,,,ORD_003244,,,,,
,,,,,,,,ORD_003245,,,,,
,,,,,,,,ORD_003246,,,,,
,,,,,,,,ORD_003247,,,,,
,,,,,,,,ORD_003248,,,,,
,,,,,,,,ORD_003249,,,,,
,,,,,,,,ORD_003250,,,,,
,,,,,,,,ORD_003251,,,,,
,,,,,,,,ORD_003252,,,,,
,,,,,,,,ORD_003253,,,,,
,,,,,,,,ORD_003254,,,,,
,,,,,,,,ORD_003255,,,,,
,,,,,,,,ORD_003256,,,,,
,,,,,,,,ORD_003257,,,,,
,,,,,,,,ORD_003258,,,,,
,,,,,,,,ORD_003259,,,,,
,,,,,,,,ORD_003260,,,,,
,,,,,,,,ORD_003261,,,,,
,,,,,,,,ORD_003262,,,,,
,,,,,,,,ORD_003263,,,,,
,,,,,,,,ORD_003264,,,,,
,,,,,,,,ORD_003265,,,,,
,,,,,,,,ORD_003266,,,,,
,,,,,,,,ORD_003267,,,,,
,,,,,,,,ORD_003268,,,,,
,,,,,,,,ORD_003269,,,,,
,,,,,,,,ORD_003270,,,,,
,,,,,,,,ORD_003271,,,,,
,,,,,,,,ORD_003272,,,,,
,,,,,,,,ORD_003273,,,,,
,,,,,,,,ORD_003274,,,,,
,,,,,,,,ORD_003275,,,,,
,,,,,,,,ORD_003276,,,,,
,,,,,,,,ORD_003277,,,,,
,,,,,,,,ORD_003278,,,,,
,,,,,,,,ORD_003279,,,,,
,,,,,,,,ORD_003280,,,,,
,,,,,,,,ORD_003281,,,,,
,,,,,,,,ORD_003282,,,,,
,,,,,,,,ORD_003283,,,,,
,,,,,,,,ORD_003284,,,,,
,,,,,,,,ORD_003285,,,,,
,,,,,,,,ORD_003286,,,,,
,,,,,,,,ORD_003287,,,,,
,,,,,,,,ORD_003288,,,,,
,,,,,,,,ORD_003289,,,,,
,,,,,,,,ORD_003290,,,,,
,,,,,,,,ORD_003291,,,,,
,,,,,,,,ORD_003292,,,,,
,,,,,,,,ORD_003293,,,,,
,,,,,,,,ORD_003294,,,,,
,,,,,,,,ORD_003295,,,,,
,,,,,,,,ORD_003296,,,,,
,,,,,,,,ORD_003297,,,,,
,,,,,,,,ORD_003298,,,,,
,,,,,,,,ORD_003299,,,,,
,,,,,,,,ORD_003300,,,,,
,,,,,,,,ORD_003301,,,,,
,,,,,,,,ORD_003302,,,,,
,,,,,,,,ORD_003303,,,,,
,,,,,,,,ORD_003304,,,,,
,,,,,,,,ORD_003305,,,,,
,,,,,,,,ORD_003306,,,,,
,,,,,,,,ORD_003307,,,,,
,,,,,,,,ORD_003308,,,,,
,,,,,,,,ORD_003309,,,,,
,,,,,,,,ORD_003310,,,,,
,,,,,,,,ORD_003311,,,,,
,,,,,,,,ORD_003312,,,,,
,,,,,,,,ORD_003313,,,,,
,,,,,,,,ORD_003314,,,,,
,,,,,,,,ORD_003315,,,,,
,,,,,,,,ORD_003316,,,,,
,,,,,,,,ORD_003317,,,,,
,,,,,,,,ORD_003318,,,,,
,,,,,,,,ORD_003319,,,,,
,,,,,,,,ORD_003320,,,,,
,,,,,,,,ORD_003321,,,,,
,,,,,,,,ORD_003322,,,,,
,,,,,,,,ORD_003323,,,,,
,,,,,,,,ORD_003324,,,,,
,,,,,,,,ORD_003325,,,,,
,,,,,,,,ORD_003326,,,,,
,,,,,,,,ORD_003327,,,,,
,,,,,,,,ORD_003328,,,,,
,,,,,,,,ORD_003329,,,,,
,,,,,,,,ORD_003330,,,,,
,,,,,,,,ORD_003331,,,,,
,,,,,,,,ORD_003332,,,,,
,,,,,,,,ORD_003333,,,,,
,,,,,,,,ORD_003334,,,,,
,,,,,,,,ORD_003335,,,,,
,,,,,,,,ORD_003336,,,,,
,,,,,,,,ORD_003337,,,,,
,,,,,,,,ORD_003338,,,,,
,,,,,,,,ORD_003339,,,,,
,,,,,,,,ORD_003340,,,,,
,,,,,,,,ORD_003341,,,,,
,,,,,,,,ORD_003342,,,,,
,,,,,,,,ORD_003343,,,,,
,,,,,,,,ORD_003344,,,,,
,,,,,,,,ORD_003345,,,,,
,,,,,,,,ORD_003346,,,,,
,,,,,,,,ORD_003347,,,,,
,,,,,,,,ORD_003348,,,,,
,,,,,,,,ORD_003349,,,,,
,,,,,,,,ORD_003350,,,,,
,,,,,,,,ORD_003351,,,,,
,,,,,,,,ORD_003352,,,,,
,,,,,,,,ORD_003353,,,,,
,,,,,,,,ORD_003354,,,,,
,,,,,,,,ORD_003355,,,,,
,,,,,,,,ORD_003356,,,,,
,,,,,,,,ORD_003357,,,,,
,,,,,,,,ORD_003358,,,,,
,,,,,,,,ORD_003359,,,,,
,,,,,,,,ORD_003360,,,,,
,,,,,,,,ORD_003361,,,,,
,,,,,,,,ORD_003362,,,,,
,,,,,,,,ORD_003363,,,,,
,,,,,,,,ORD_003364,,,,,
,,,,,,,,ORD_003365,,,,,
,,,,,,,,ORD_003366,,,,,
,,,,,,,,ORD_003367,,,,,
,,,,,,,,ORD_003368,,,,,
,,,,,,,,ORD_003369,,,,,
,,,,,,,,ORD_003370,,,,,
,,,,,,,,ORD_003371,,,,,
,,,,,,,,ORD_003372,,,,,
,,,,,,,,ORD_003373,,,,,
,,,,,,,,ORD_003374,,,,,
,,,,,,,,ORD_003375,,,,,
,,,,,,,,ORD_003376,,,,,
,,,,,,,,ORD_003377,,,,,
,,,,,,,,ORD_003378,,,,,
,,,,,,,,ORD_003379,,,,,
,,,,,,,,ORD_003380,,,,,
,,,,,,,,ORD_003381,,,,,
,,,,,,,,ORD_003382,,,,,
,,,,,,,,ORD_003383,,,,,
,,,,,,,,ORD_003384,,,,,
,,,,,,,,ORD_003385,,,,,
,,,,,,,,ORD_003386,,,,,
,,,,,,,,ORD_003387,,,,,
,,,,,,,,ORD_003388,,,,,
,,,,,,,,ORD_003389,,,,,
,,,,,,,,ORD_003390,,,,,
,,,,,,,,ORD_003391,,,,,
,,,,,,,,ORD_003392,,,,,
,,,,,,,,ORD_003393,,,,,
,,,,,,,,ORD_003394,,,,,
,,,,,,,,ORD_003395,,,,,
,,,,,,,,ORD_003396,,,,,
,,,,,,,,ORD_003397,,,,,
,,,,,,,,ORD_003398,,,,,
,,,,,,,,ORD_003399,,,,,
,,,,,,,,ORD_003400,,,,,
,,,,,,,,ORD_003401,,,,,
,,,,,,,,ORD_003402,,,,,
,,,,,,,,ORD_003403,,,,,
,,,,,,,,ORD_003404,,,,,
,,,,,,,,ORD_003405,,,,,
,,,,,,,,ORD_003406,,,,,
,,,,,,,,ORD_003407,,,,,
,,,,,,,,ORD_003408,,,,,
,,,,,,,,ORD_003409,,,,,
,,,,,,,,ORD_003410,,,,,
,,,,,,,,ORD_003411,,,,,
,,,,,,,,ORD_003412,,,,,
,,,,,,,,ORD_003413,,,,,
,,,,,,,,ORD_003414,,,,,
,,,,,,,,ORD_003415,,,,,
,,,,,,,,ORD_003416,,,,,
,,,,,,,,ORD_003417,,,,,
,,,,,,,,ORD_003418,,,,,
,,,,,,,,ORD_003419,,,,,
,,,,,,,,ORD_003420,,,,,
,,,,,,,,ORD_003421,,,,,
,,,,,,,,ORD_003422,,,,,
,,,,,,,,ORD_003423,,,,,
,,,,,,,,ORD_003424,,,,,
,,,,,,,,ORD_003425,,,,,
,,,,,,,,ORD_003426,,,,,
,,,,,,,,ORD_003427,,,,,
,,,,,,,,ORD_003428,,,,,
,,,,,,,,ORD_003429,,,,,
,,,,,,,,ORD_003430,,,,,
,,,,,,,,ORD_003431,,,,,
,,,,,,,,ORD_003432,,,,,
,,,,,,,,ORD_003433,,,,,
,,,,,,,,ORD_003434,,,,,
,,,,,,,,ORD_003435,,,,,
,,,,,,,,ORD_003436,,,,,
,,,,,,,,ORD_003437,,,,,
,,,,,,,,ORD_003438,,,,,
,,,,,,,,ORD_003439,,,,,
,,,,,,,,ORD_003440,,,,,
,,,,,,,,ORD_003441,,,,,
,,,,,,,,ORD_003442,,,,,
,,,,,,,,ORD_003443,,,,,
,,,,,,,,ORD_003444,,,,,
,,,,,,,,ORD_003445,,,,,
,,,,,,,,ORD_003446,,,,,
